name,address1,city,state,zip,full_address,g_lat,g_lon,g_country,g_state,g_county,g_city,g_postcode,g_street,g_number,g_confidence,g_formatted,g_quality
Family Dollar #2233,515 North Oak Avenue,Aldan,PA,19018,"515 North Oak Avenue Aldan, PA 19018",39.933705,-75.30612600000001,United States of America,Pennsylvania,,Primos,,N Oak Ave,515,10,"515 N Oak Ave, Primos, PA, United States of America",number
Family Dollar #1952,2719 Brodhead Rd,Aliquippa,PA,15001,"2719 Brodhead Rd Aliquippa, PA 15001",40.6100452,-80.2835721,USA,Pennsylvania,Beaver County,Hopewell Township,15001,Brodhead Road,2719,10,"2719 Brodhead Road, Hopewell Township, PA 15001, United States of America",number
Family Dollar #2455,1360 Hanover Ave,Allentown,PA,18109,"1360 Hanover Ave Allentown, PA 18109",40.6183818,-75.4343197,USA,Pennsylvania,Lehigh County,Allentown,18109,Hanover Avenue,1360,10,"1360 Hanover Avenue, Allentown, PA 18109, United States of America",number
Family Dollar #3155,1200 Airport Rd,Allentown,PA,18103,"1200 Airport Rd Allentown, PA 18103",40.6285965,-75.4419473,USA,Pennsylvania,Lehigh County,Allentown,18109,Airport Road,1200,10,"1200 Airport Road, Allentown, PA 18109, United States of America",number
Family Dollar #3847,1571 Lehigh St,Allentown,PA,18103,"1571 Lehigh St Allentown, PA 18103",40.5764513,-75.48060169999999,USA,Pennsylvania,Lehigh County,Allentown,18103,Lehigh Street,1571,10,"1571 Lehigh Street, Allentown, PA 18103, United States of America",number
Family Dollar #8086,1431 W Allen St.,Allentown,PA,18102,"1431 W Allen St. Allentown, PA 18102",40.6064785,-75.4905977,USA,Pennsylvania,Lehigh County,Allentown,18102,West Allen Street,1431,10,"1431 West Allen Street, Allentown, PA 18102, United States of America",number
Family Dollar #2681,501 E 25th Ave,Altoona,PA,16601,"501 E 25th Ave Altoona, PA 16601",40.5352427,-78.4014068,USA,Pennsylvania,Blair County,Altoona,16601,East 25th Avenue,501,10,"501 East 25th Avenue, Altoona, PA 16601, United States of America",number
Family Dollar #4970,5901 6th Ave,Altoona,PA,16602,"5901 6th Ave Altoona, PA 16602",40.4711647,-78.42556879999999,USA,Pennsylvania,Blair County,Altoona,16602,6th Avenue,5901,10,"5901 6th Avenue, Altoona, PA 16602, United States of America",number
Family Dollar #2884,3464 Concord Rd,Aston,PA,19014,"3464 Concord Rd Aston, PA 19014",39.8669997,-75.4224387,USA,Pennsylvania,Delaware County,Aston Township,19342,Concord Road,,9,"Concord Road, Aston Township, PA 19342, United States of America",street
Family Dollar #3440,101 Railroad St,Bedford,PA,15522,"101 Railroad St Bedford, PA 15522",40.0032438,-78.5928277,USA,Pennsylvania,Bedford County,Manns Choice,15550,Railroad Street,101,10,"101 Railroad Street, Manns Choice, PA 15550, United States of America",number
Family Dollar #2811,2910 Easton Ave,Bethlehem,PA,18017,"2910 Easton Ave Bethlehem, PA 18017",40.6503487,-75.3381436,USA,Pennsylvania,Northampton County,Bethlehem,18017,Easton Avenue,2910,10,"2910 Easton Avenue, Bethlehem, PA 18017, United States of America",number
Family Dollar #8074,3290 Chichester Ave.,Boothwyn,PA,19061,"3290 Chichester Ave. Boothwyn, PA 19061",39.8369899,-75.4422367,USA,Pennsylvania,Delaware County,Upper Chichester Township,19061,Chichester Avenue,3290,10,"3290 Chichester Avenue, Upper Chichester Township, PA 19061, United States of America",number
Family Dollar #824,1500 Yost Boulevard,Braddock Hills,PA,15221,"1500 Yost Boulevard Braddock Hills, PA 15221",40.409793,-79.856205,USA,Pennsylvania,Allegheny County,Braddock Hills,15221,Yost Boulevard,1500,10,"1500 Yost Boulevard, Braddock Hills, PA 15221, United States of America",number
Family Dollar #2464,32 Davis St,Bradford,PA,16701,"32 Davis St Bradford, PA 16701",41.9569504,-78.6450135,USA,Pennsylvania,McKean County,Bradford,16701,Davis Street,32,10,"32 Davis Street, Bradford, PA 16701, United States of America",number
Family Dollar #4262,120 Pullman Sq,Butler,PA,16001,"120 Pullman Sq Butler, PA 16001",40.8546681,-79.9095061,USA,Pennsylvania,Butler County,Butler,16001,,,9,"Pullman Square, Butler, PA 16001, United States of America",postcode
Family Dollar #3164,594 W Pike St,Canonsburg,PA,15317,"594 W Pike St Canonsburg, PA 15317",40.2574149,-80.20433199999999,USA,Pennsylvania,Washington County,Canonsburg,15317,West Pike Street,594,10,"594 West Pike Street, Canonsburg, PA 15317, United States of America",number
Family Dollar #6751,221 Southgate Mall,Chambersburg,PA,17201,"221 Southgate Mall Chambersburg, PA 17201",39.9343215,-77.6653754,USA,Pennsylvania,Franklin County,Chambersburg,17201,Southgate Mall,221,10,"221 Southgate Mall, Chambersburg, PA 17201, United States of America",number
Family Dollar #4529,1843 E Lincoln Hwy,Coatesville,PA,19320,"1843 E Lincoln Hwy Coatesville, PA 19320",39.9861247,-75.8064526,USA,Pennsylvania,Chester County,Coatesville,19335,East Lincoln Highway,,8,"East Lincoln Highway, Coatesville, PA 19335, United States of America",street
Family Dollar #1680,24 S 18th St,Columbia,PA,17512,"24 S 18th St Columbia, PA 17512",40.031179,-76.47706100000001,United States of America,Pennsylvania,,Columbia,,S 18th St,,9,"S 18th St, Columbia, PA, United States of America",street
Family Dollar #3074,208 Memorial Blvd,Connellsville,PA,15425,"208 Memorial Blvd Connellsville, PA 15425",40.0431398,-79.57471769999999,USA,Pennsylvania,Fayette County,Connellsville Township,15425,Memorial Boulevard,,9,"Memorial Boulevard, Connellsville Township, PA 15425, United States of America",street
Family Dollar #2784,128 W Smith St,Corry,PA,16407,"128 W Smith St Corry, PA 16407",41.9251973,-79.6447125,USA,Pennsylvania,Erie County,Corry,16407,West Smith Street,128,10,"128 West Smith Street, Corry, PA 16407, United States of America",number
Family Dollar #2104,100 North Main Street,Du Bois,PA,15801,"100 North Main Street Du Bois, PA 15801",41.124703,-78.76630900000001,United States of America,Pennsylvania,,DuBois,,Dubois St,,6,"Dubois St, DuBois, PA, United States of America",street
Family Dollar #1821,118 Hollidaysburg Plz,Duncansville,PA,16635,"118 Hollidaysburg Plz Duncansville, PA 16635",40.17139,-78.519757,United States of America,Pennsylvania,,Osterburg,,Hollidaysburg St,,7,"Hollidaysburg St, Osterburg, PA, United States of America",street
Family Dollar #8526, Suite 150,East Stroudsburg,PA,18302," Suite 150 East Stroudsburg, PA 18302",40.9995386,-75.1812913,USA,Pennsylvania,Monroe County,East Stroudsburg,18301,,,7,"East Stroudsburg, PA 18301, United States of America",postcode
Family Dollar #3293,1575 S Market St,Elizabethtown,PA,17022,"1575 S Market St Elizabethtown, PA 17022",40.140149,-76.589979,USA,Pennsylvania,Lancaster County,Elizabethtown,17022,South Market Street,1575,10,"1575 South Market Street, Elizabethtown, PA 17022, United States of America",number
Family Dollar #3801,227 State Route 288,Ellwood City,PA,16117,"227 State Route 288 Ellwood City, PA 16117",40.846609,-80.267313,United States of America,Pennsylvania,,Ellwood City,,State Rte 288,227,10,"227 State Rte 288, Ellwood City, PA, United States of America",number
Family Dollar #989,130 N Reading Rd,Ephrata,PA,17522,"130 N Reading Rd Ephrata, PA 17522",40.1872925,-76.1847325,USA,Pennsylvania,Lancaster County,Ephrata,17522,North Reading Road,130,10,"130 North Reading Road, Ephrata, PA 17522, United States of America",number
Family Dollar #1760,2226 Broad St,Erie,PA,16503,"2226 Broad St Erie, PA 16503",42.1253412,-80.04489049999999,USA,Pennsylvania,Erie County,Erie,16503,Broad Street,2226,9,"Family Dollar, 2226 Broad Street, Erie, PA 16503, United States of America",number
Family Dollar #3529,1530 W 26th St Unit D-E,Erie,PA,16508,"1530 W 26th St Unit D-E Erie, PA 16508",42.099598,-80.106967,United States of America,Pennsylvania,,Erie,,W 26th St,,6,"W 26th St, Erie, PA, United States of America",street
Family Dollar #3779,856 E 6th St,Erie,PA,16507,"856 E 6th St Erie, PA 16507",42.1364006,-80.066596,USA,Pennsylvania,Erie County,Erie,16507,East 6th Street,856,10,"856 East 6th Street, Erie, PA 16507, United States of America",number
Family Dollar #3437,400 E Pittsburgh St,Greensburg,PA,15601,"400 E Pittsburgh St Greensburg, PA 15601",40.303201,-79.536715,USA,Pennsylvania,Westmoreland County,Greensburg,15601,East Pittsburgh Street,400,10,"400 East Pittsburgh Street, Greensburg, PA 15601, United States of America",number
Family Dollar #3545,398 York St,Hanover,PA,17331,"398 York St Hanover, PA 17331",39.799278,-76.97556400000001,USA,Pennsylvania,York County,Penn Township,17331,York Street,398,10,"398 York Street, Penn Township, PA 17331, United States of America",number
Family Dollar #1059,134 Kline Village,Harrisburg,PA,17104,"134 Kline Village Harrisburg, PA 17104",40.271106,-76.84482800000001,United States of America,Pennsylvania,,Harrisburg,,Kline Village,134,10,"134 Kline Village, Harrisburg, PA, United States of America",number
Family Dollar #3369,1075 N Church St,Hazle Township,PA,18202,"1075 N Church St Hazle Township, PA 18202",40.975822,-75.97883299999999,United States of America,Pennsylvania,,Hazleton,,N Church St,,7,"N Church St, Hazleton, PA, United States of America",street
Family Dollar #2439,438 Wilcox Road,Johnsonburg,PA,15845,"438 Wilcox Road Johnsonburg, PA 15845",41.574619,-78.688406,United States of America,Pennsylvania,,Wilcox,,Wilcox Rd,,6,"Wilcox Rd, Wilcox, PA, United States of America",street
Family Dollar #5083,133 Tire Hill Rd,Johnstown,PA,15905,"133 Tire Hill Rd Johnstown, PA 15905",40.284381,-78.92993300000001,United States of America,Pennsylvania,,Johnstown,,Tire Hill Rd,133,10,"133 Tire Hill Rd, Johnstown, PA, United States of America",number
Family Dollar #815,1227 Scalp Avenue,Johnstown,PA,15904,"1227 Scalp Avenue Johnstown, PA 15904",40.278901,-78.861885,United States of America,Pennsylvania,,Johnstown,,Scalp Ave,,8,"Scalp Ave, Johnstown, PA, United States of America",street
Family Dollar #7712,451 Hyde Park Road,Leechburg,PA,15656,"451 Hyde Park Road Leechburg, PA 15656",40.607253,-79.603791,United States of America,Pennsylvania,,Leechburg,,Hyde Park Rd,,8,"Hyde Park Rd, Leechburg, PA, United States of America",street
Family Dollar #2155,410 West King Street,Littlestown,PA,17340,"410 West King Street Littlestown, PA 17340",39.742883,-77.097488,USA,Pennsylvania,Adams County,Littlestown,17340,West King Street,410,10,"410 West King Street, Littlestown, PA 17340, United States of America",number
Family Dollar #3157,562 Union St,Luzerne,PA,18709,"562 Union St Luzerne, PA 18709",41.2832696,-75.897166,USA,Pennsylvania,Luzerne County,Luzerne,18709,Union Street,562,10,"562 Union Street, Luzerne, PA 18709, United States of America",number
Family Dollar #3225,662 Main St,Lykens,PA,17048,"662 Main St Lykens, PA 17048",40.5669206,-76.69923970000001,USA,Pennsylvania,Dauphin County,Lykens,17048,Main Street,662,10,"662 Main Street, Lykens, PA 17048, United States of America",number
Family Dollar #988,182 Buchanan Trl Ste 165,Mcconnellsburg,PA,17233,"182 Buchanan Trl Ste 165 Mcconnellsburg, PA 17233",39.9279126,-77.98811430000001,USA,Pennsylvania,Fulton County,McConnellsburg,17233,Buchanan Trail,182,10,"182 Buchanan Trail, McConnellsburg, PA 17233, United States of America",number
Family Dollar #775,152 Mc Kees Rocks Plz,Mc Kees Rocks,PA,15136,"152 Mc Kees Rocks Plz Mc Kees Rocks, PA 15136",40.469577,-80.089303,United States of America,Pennsylvania,,McKees Rocks,,McKees Rocks Rd,,5,"McKees Rocks Rd, McKees Rocks, PA, United States of America",street
Family Dollar #2284,4048 William Penn Hwy,Mifflintown,PA,17059,"4048 William Penn Hwy Mifflintown, PA 17059",40.5731537,-77.3972521,USA,Pennsylvania,Juniata County,Mifflintown,17058,William Penn Highway,,9,"William Penn Highway, Mifflintown, PA 17058, United States of America",street
Family Dollar #2147,60 Kings Village,Minersville,PA,17954,"60 Kings Village Minersville, PA 17954",40.643515,-76.080477,United States of America,Pennsylvania,,Orwigsburg,,Village,,4,"Village, Orwigsburg, PA, United States of America",street
Family Dollar #2276,301 E Donner Ave,Monessen,PA,15062,"301 E Donner Ave Monessen, PA 15062",40.161494,-79.88374,USA,Pennsylvania,Westmoreland County,Monessen,15062,Donner Avenue,301,10,"301 Donner Avenue, Monessen, PA 15062, United States of America",number
Family Dollar #7987,Rte 390 & Oak Lane,Mountainhome,PA,18342,"Rte 390 & Oak Lane Mountainhome, PA 18342",41.178388,-75.260699,United States of America,Pennsylvania,,Mountainhome,,,,10,"Mountainhome, PA, United States of America",city
Family Dollar #3218,100 S Jefferson St,New Castle,PA,16101,"100 S Jefferson St New Castle, PA 16101",40.9987106,-80.34724300000001,USA,Pennsylvania,Lawrence County,New Castle,16101,South Jefferson Street,100,10,"100 South Jefferson Street, New Castle, PA 16101, United States of America",number
Family Dollar #3888,2611 Ellwood Rd,New Castle,PA,16101,"2611 Ellwood Rd New Castle, PA 16101",40.97063,-80.313299,United States of America,Pennsylvania,,New Castle,,Ellwood Rd,2611,10,"2611 Ellwood Rd, New Castle, PA, United States of America",number
Family Dollar #4122,1702 Wilmington Rd,New Castle,PA,16105,"1702 Wilmington Rd New Castle, PA 16105",41.0096144,-80.3488139,USA,Pennsylvania,Lawrence County,New Castle,16101,Wilmington Road,,9,"Wilmington Road, New Castle, PA 16101, United States of America",street
Family Dollar #2107,675 West Main Street,New Holland,PA,17557,"675 West Main Street New Holland, PA 17557",40.0953239,-76.11023109999999,USA,Pennsylvania,Lancaster County,New Holland,17557,West Main Street,675,10,"675 West Main Street, New Holland, PA 17557, United States of America",number
Family Dollar #1076,360 Lincoln Way East,New Oxford,PA,17350,"360 Lincoln Way East New Oxford, PA 17350",39.8661574,-77.04686839999999,USA,Pennsylvania,Adams County,New Oxford,17350,Lincoln Way East,360,10,"360 Lincoln Way East, New Oxford, PA 17350, United States of America",number
Family Dollar #1769,355 Lincoln Hwy,N Versailles,PA,15137,"355 Lincoln Hwy N Versailles, PA 15137",40.3840714,-79.8224933,USA,Pennsylvania,Allegheny County,,15137,Lincoln Highway,355,9,"PNC Bank, 355 Lincoln Highway, North Versailles, PA 15137, United States of America",number
Family Dollar #3339,120 First Ave,Parkesburg,PA,19365,"120 First Ave Parkesburg, PA 19365",39.960958,-75.90751,United States of America,Pennsylvania,,Parkesburg,,E 1st Ave,,8,"E 1st Ave, Parkesburg, PA, United States of America",street
Family Dollar #2871,6201 N Front St,Philadelphia,PA,19120,"6201 N Front St Philadelphia, PA 19120",40.04459,-75.11932400000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19120,North Front Street,6201,10,"6201 North Front Street, Philadelphia, PA 19120, United States of America",number
Family Dollar #3153,1600 E Wadsworth Ave Ste B,Philadelphia,PA,19150,"1600 E Wadsworth Ave Ste B Philadelphia, PA 19150",40.0805754,-75.17220140000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19150,East Wadsworth Avenue,1600,9,"CVS, 1600 East Wadsworth Avenue, Philadelphia, PA 19150, United States of America",number
Family Dollar #3364,7310 Frankford Ave #14,Philadelphia,PA,19136,"7310 Frankford Ave #14 Philadelphia, PA 19136",40.03696,-75.040212,United States of America,Pennsylvania,,Philadelphia,,Frankford Ave,,8,"Frankford Ave, Philadelphia, PA, United States of America",street
Family Dollar #6659,5814 Woodland Avenue,Philadelphia,PA,19143,"5814 Woodland Avenue Philadelphia, PA 19143",39.9433402,-75.21083470000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19143,Woodland Avenue,,9,"Woodland Avenue, Philadelphia, PA 19143, United States of America",street
Family Dollar #6929,6555 Greene St,Philadelphia,PA,19119,"6555 Greene St Philadelphia, PA 19119",40.0429569,-75.1903531,USA,Pennsylvania,Philadelphia County,Philadelphia,19119,Greene Street,6555,10,"6555 Greene Street, Philadelphia, PA 19119, United States of America",number
Family Dollar #7150,1500 East Erie Avenue,Philadelphia,PA,19124,"1500 East Erie Avenue Philadelphia, PA 19124",40.009387,-75.15305499999999,USA,Pennsylvania,Philadelphia County,Philadelphia,19140,Erie Avenue,1500,10,"1500 Erie Avenue, Philadelphia, PA 19140, United States of America",number
Family Dollar #8371, Ave.,Philadelphia,PA,19146," Ave. Philadelphia, PA 19146",39.93808,-75.171725,Brazil,ParanÃ¡,MicrorregiÃ£o de Curitiba,Piraquara,83331-310,Avenida Philadelphia,,9,"Avenida Philadelphia, Piraquara - PR, 83331-310, Brazil",street
Family Dollar #1982,6320 Shakespeare St,Pittsburgh,PA,15206,"6320 Shakespeare St Pittsburgh, PA 15206",40.4591216,-79.9215907,USA,Pennsylvania,Allegheny County,Pittsburgh,15206,Shakespeare Street,6320,9,"Shady Hill Center, 6320 Shakespeare Street, Pittsburgh, PA 15206, United States of America",number
Family Dollar #6598,9010 Frankstown Rd,Pittsburgh,PA,15235,"9010 Frankstown Rd Pittsburgh, PA 15235",40.4608599,-79.8684981,USA,Pennsylvania,Allegheny County,,15235,Frankstown Road,,9,"Frankstown Road, Penn Hills, PA 15235, United States of America",street
Family Dollar #5224,340 Curry Hollow Rd,Pleasant Hills,PA,15236,"340 Curry Hollow Rd Pleasant Hills, PA 15236",40.3359965,-79.97258549999999,USA,Pennsylvania,Allegheny County,Pleasant Hills,15236,Curry Hollow Road,340,10,"340 Curry Hollow Road, Pleasant Hills, PA 15236, United States of America",number
Family Dollar #1955,3670 Portage St,Portage,PA,15946,"3670 Portage St Portage, PA 15946",40.393417,-78.6686651,USA,Pennsylvania,Cambria County,Portage Township,15946,Portage Street,3670,10,"3670 Portage Street, Portage Township, PA 15946, United States of America",number
Family Dollar #3556,561 W Mahoning St,Punxsutawney,PA,15767,"561 W Mahoning St Punxsutawney, PA 15767",40.9424301,-78.9791862,USA,Pennsylvania,Jefferson County,Punxsutawney,15767,West Mahoning Street,561,10,"561 West Mahoning Street, Punxsutawney, PA 15767, United States of America",number
Family Dollar #3115,106 Townsedge Dr,Quarryville,PA,17566,"106 Townsedge Dr Quarryville, PA 17566",39.8950273,-76.1748973,USA,Pennsylvania,Lancaster County,Quarryville,17566,Townsedge Drive,106,10,"106 Townsedge Drive, Quarryville, PA 17566, United States of America",number
Family Dollar #6455,951 N 6th St Ste #117,Reading,PA,19601,"951 N 6th St Ste #117 Reading, PA 19601",40.3496661,-75.9253841,USA,Pennsylvania,Berks County,Reading,19601,North 6th Street,951,10,"951 North 6th Street, Reading, PA 19601, United States of America",number
Family Dollar #2102,100 South Water Avenue,Sharon,PA,16146,"100 South Water Avenue Sharon, PA 16146",41.2317548,-80.50999349999999,USA,Pennsylvania,Mercer County,Sharon,16146,South Water Avenue,100,10,"100 South Water Avenue, Sharon, PA 16146, United States of America",number
Family Dollar #6947,1440 Chester Pike,Sharon Hill,PA,19079,"1440 Chester Pike Sharon Hill, PA 19079",39.9054526,-75.27929829999999,USA,Pennsylvania,Delaware County,Sharon Hill,19079,Chester Pike,1440,10,"1440 Chester Pike, Sharon Hill, PA 19079, United States of America",number
Family Dollar #3961,450 N Main St,Spring Grove,PA,17362,"450 N Main St Spring Grove, PA 17362",39.883874,-76.8624542,USA,Pennsylvania,York County,Spring Grove,17362,North Main Street,450,10,"450 North Main Street, Spring Grove, PA 17362, United States of America",number
Family Dollar #3684,1125 N 4th St,Sunbury,PA,17801,"1125 N 4th St Sunbury, PA 17801",40.8771779,-76.7826797,USA,Pennsylvania,Northumberland County,Sunbury,17801,North 4th Street,1125,10,"1125 North 4th Street, Sunbury, PA 17801, United States of America",number
Family Dollar #7937,59 Reuter Blvd.,Towanda,PA,18848,"59 Reuter Blvd. Towanda, PA 18848",41.7830177,-76.45009039999999,USA,Pennsylvania,Bradford County,Towanda,18848,Reuter Boulevard,,9,"Reuter Boulevard, Towanda, PA 18848, United States of America",street
Family Dollar #4353,575 Elmira St,Troy,PA,16947,"575 Elmira St Troy, PA 16947",41.7861289,-76.7874482,USA,Pennsylvania,Bradford County,Troy,16947,Elmira Street,,9,"Elmira Street, Troy, PA 16947, United States of America",street
Family Dollar #2457,1 Tyrone Shopping Center,Tyrone,PA,16686,"1 Tyrone Shopping Center Tyrone, PA 16686",40.67062,-78.23862,United States of America,Pennsylvania,,Tyrone,,,,6,"Tyrone, PA, United States of America",city
Family Dollar #2193,575 Morgantown Road,Uniontown,PA,15401,"575 Morgantown Road Uniontown, PA 15401",39.8658195,-79.7462778,USA,Pennsylvania,Fayette County,Georges Township,15416,Morgantown Road,,9,"Morgantown Road, Georges Township, PA 15416, United States of America",street
Family Dollar #781,896 Upland Ave,Upland,PA,19013,"896 Upland Ave Upland, PA 19013",39.8573145,-75.3742824,USA,Pennsylvania,Delaware County,Upland,19013,Upland Avenue,896,10,"896 Upland Avenue, Upland, PA 19013, United States of America",number
Family Dollar #7566,1491 W Street Rd,Warminster,PA,18974,"1491 W Street Rd Warminster, PA 18974",40.220741,-75.12130000000001,USA,Pennsylvania,Bucks County,Warminster Township,18974,West Street Road,1491,10,"Family Dollar, 1491 West Street Road, Warminster Township, PA 18974, United States of America",number
Family Dollar #2467,1868 Homeville Rd,West Mifflin,PA,15122,"1868 Homeville Rd West Mifflin, PA 15122",40.3656119,-79.8707228,USA,Pennsylvania,Allegheny County,West Mifflin,15122,Homeville Road,1868,10,"1868 Homeville Road, West Mifflin, PA 15122, United States of America",number
Family Dollar #7983,1936 Macdade Boulevard,Woodlyn,PA,19094,"1936 Macdade Boulevard Woodlyn, PA 19094",39.877415,-75.345491,United States of America,Pennsylvania,,Woodlyn,,Macdade Blvd,,8,"Macdade Blvd, Woodlyn, PA, United States of America",street
Family Dollar #2174,1025 Mount Rose Avenue,York,PA,17403,"1025 Mount Rose Avenue York, PA 17403",39.9604255,-76.7044283,USA,Pennsylvania,York County,Spring Garden Township,17403,Mount Rose Avenue,1025,10,"1025 Mount Rose Avenue, Spring Garden Township, PA 17403, United States of America",number
Family Dollar #4990,133 N Duke St,York,PA,17401,"133 N Duke St York, PA 17401",39.9653517,-76.7268684,USA,Pennsylvania,York County,York,17401,North Duke Street,133,10,"133 North Duke Street, York, PA 17401, United States of America",number
Dollar Tree #1096,2646 Brodhead Road Suite 4,Aliquippa,PA,15001,"2646 Brodhead Road Suite 4 Aliquippa, PA 15001",40.6043088,-80.2808167,USA,Pennsylvania,Beaver County,Hopewell Township,15001,Brodhead Road,2646,10,"2646 Brodhead Road, Hopewell Township, PA 15001, United States of America",number
Dollar Tree #5914,1202 West Liberty St Unit EL and EZ,Allentown,PA,18102,"1202 West Liberty St Unit EL and EZ Allentown, PA 18102",40.606362,-75.485084,United States of America,Pennsylvania,,Allentown,,W Liberty St,,8,"W Liberty St, Allentown, PA, United States of America",street
Dollar Tree #1658,1539 Lehigh St,Allentown,PA,18103,"1539 Lehigh St Allentown, PA 18103",40.5762175,-75.48060409999999,USA,Pennsylvania,Lehigh County,Allentown,18103,Lehigh Street,1539,10,"1539 Lehigh Street, Allentown, PA 18103, United States of America",number
Dollar Tree #1552,3100 Tilghman Street..,Allentown,PA,18104,"3100 Tilghman Street.. Allentown, PA 18104",40.597773,-75.52700249999999,USA,Pennsylvania,Lehigh County,Allentown,18104,Tilghman Street,3100,10,"3100 Tilghman Street, Allentown, PA 18104, United States of America",number
Dollar Tree #7710,4632 Broadway,Allentown,PA,18104,"4632 Broadway Allentown, PA 18104",40.589307,-75.525171,USA,Pennsylvania,Lehigh County,Allentown,18104,Broadway,,9,"Broadway, Allentown, PA 18104, United States of America",street
Dollar Tree #4535,701 Hanover Avenue,Allentown,PA,18109,"701 Hanover Avenue Allentown, PA 18109",40.615318,-75.445255,USA,Pennsylvania,Lehigh County,Allentown,18109,Hanover Avenue,701,10,"701 Hanover Avenue, Allentown, PA 18109, United States of America",number
Dollar Tree #4790,1701 Duncan Ave Ste #10,Allison Park,PA,15101,"1701 Duncan Ave Ste #10 Allison Park, PA 15101",40.5598725,-79.9632155,USA,Pennsylvania,Allegheny County,,15044,Duncan Avenue,,9,"Duncan Avenue, Hampton Township, PA 15044, United States of America",street
Dollar Tree #7202,2860 Wildwood Road EXT,Allison Park,PA,15101,"2860 Wildwood Road EXT Allison Park, PA 15101",40.590299,-79.94650900000001,United States of America,Pennsylvania,,Allison Park,,Wildwood Rd Exd,,9,"Wildwood Rd Exd, Allison Park, PA, United States of America",street
Dollar Tree #2163,3415 Pleasant Valley Blvd.,Altoona,PA,16602,"3415 Pleasant Valley Blvd. Altoona, PA 16602",40.4824365,-78.4014229,USA,Pennsylvania,Blair County,Altoona,16602,Pleasant Valley Boulevard,3415,10,"3415 Pleasant Valley Boulevard, Altoona, PA 16602, United States of America",number
Dollar Tree #7602,700 Valley View Blvd,Altoona,PA,16602,"700 Valley View Blvd Altoona, PA 16602",40.509418,-78.38008000000001,USA,Pennsylvania,Blair County,Altoona,16602,Valley View Boulevard,700,10,"700 Valley View Boulevard, Altoona, PA 16602, United States of America",number
Dollar Tree #6170,129 North Plaza,Apollo,PA,15613,"129 North Plaza Apollo, PA 15613",40.30421,-79.674542,United States of America,Pennsylvania,,Irwin,,Naples Dr,,6,"Naples Dr, Irwin, PA, United States of America",street
Dollar Tree #4141,2826 Audubon Village Dr.,Audubon,PA,19403,"2826 Audubon Village Dr. Audubon, PA 19403",40.1290286,-75.43715450000001,USA,Pennsylvania,Montgomery County,Lower Providence Township,19403,Audubon Village Drive,2826,10,"2826 Audubon Village Drive, Lower Providence Township, PA 19403, United States of America",number
Dollar Tree #207,1610 West State Street,Baden,PA,15005,"1610 West State Street Baden, PA 15005",40.6540556,-80.23578980000001,USA,Pennsylvania,Beaver County,Baden,15005,West State Street,1610,10,"1610 West State Street, Baden, PA 15005, United States of America",number
Dollar Tree #1393,3578 Route 611 Suite 205,Bartonsville,PA,18321,"3578 Route 611 Suite 205 Bartonsville, PA 18321",40.915922,-75.10100199999999,United States of America,Pennsylvania,,Mount Bethel,,Rte 611,,6,"Rte 611, Mount Bethel, PA, United States of America",street
Dollar Tree #2322,260 Chippewa Towne Ctr.,Beaver Falls,PA,15010,"260 Chippewa Towne Ctr. Beaver Falls, PA 15010",40.765432,-80.34470899999999,United States of America,Pennsylvania,,Beaver Falls,,Chippewa Dr,,8,"Chippewa Dr, Beaver Falls, PA, United States of America",street
Dollar Tree #547,800 Tri-County Plaza Unit# 310,Belle Vernon,PA,15012,"800 Tri-County Plaza Unit# 310 Belle Vernon, PA 15012",40.129239,-79.86810199999999,United States of America,Pennsylvania,,Belle Vernon,,,,6,"Belle Vernon, PA, United States of America",city
Dollar Tree #1614,2639 Street Rd,Bensalem,PA,19020,"2639 Street Rd Bensalem, PA 19020",40.1389699,-74.9872122,USA,Pennsylvania,Bucks County,Lower Southampton Township,18974,Street Road,,9,"Street Road, Lower Southampton Township, PA 18974, United States of America",street
Dollar Tree #6130,4201 Neshaminy Blvd.,Bensalem,PA,19020,"4201 Neshaminy Blvd. Bensalem, PA 19020",40.1357762,-74.95549629999999,USA,Pennsylvania,Bucks County,Bensalem Township,19053,Neshaminy Boulevard,,9,"Neshaminy Boulevard, Bensalem Township, PA 19053, United States of America",street
Dollar Tree #7166,326 North Market St,Berwick,PA,18603,"326 North Market St Berwick, PA 18603",41.0564354,-76.2348891,USA,Pennsylvania,Columbia County,Berwick,18603,North Market Street,326,10,"326 North Market Street, Berwick, PA 18603, United States of America",number
Dollar Tree #618,5253 Library Road,Bethel Park,PA,15102,"5253 Library Road Bethel Park, PA 15102",40.3341324,-80.02399389999999,USA,Pennsylvania,Allegheny County,Bethel Park,15102,Library Road,5253,10,"5253 Library Road, Bethel Park, PA 15102, United States of America",number
Dollar Tree #1673,1838 Stefko Blvd.,Bethlehem,PA,18017,"1838 Stefko Blvd. Bethlehem, PA 18017",40.6381605,-75.34757310000001,USA,Pennsylvania,Northampton County,Bethlehem,18017,Stefko Boulevard,1838,10,"Dollar Tree, 1838 Stefko Boulevard, Bethlehem, PA 18017, United States of America",number
