name,address1,city,state,zip,full_address,g_lat,g_lon,g_country,g_state,g_county,g_city,g_postcode,g_street,g_number,g_confidence,g_formatted,g_quality
Family Dollar #7304,614 Avenue Of The States,Chester,PA,19013,"614 Avenue Of The States Chester, PA 19013",39.850029,-75.36098749999999,USA,Pennsylvania,Delaware County,Chester,19013,Avenue of the States,614,10,"Family Dollar, 614 Avenue of the States, Chester, PA 19013, United States of America",number
Family Dollar #4774,533 Miller Ave,Clairton,PA,15025,"533 Miller Ave Clairton, PA 15025",40.2939926,-79.88310250000001,USA,Pennsylvania,Allegheny County,Clairton,15025,Miller Avenue,533,10,"533 Miller Avenue, Clairton, PA 15025, United States of America",number
Family Dollar #7087,1100 Old Town Rd,Clearfield,PA,16830,"1100 Old Town Rd Clearfield, PA 16830",41.008953,-78.450638,United States of America,Pennsylvania,,Clearfield,,Old Town Rd,,8,"Old Town Rd, Clearfield, PA, United States of America",street
Family Dollar #10300,444 Butler Street,Clintonville,PA,16372,"444 Butler Street Clintonville, PA 16372",41.1955228,-79.8703682,USA,Pennsylvania,Venango County,Clintonville,16372,Butler Street,444,10,"444 Butler Street, Clintonville, PA 16372, United States of America",number
Family Dollar #11095,400 E Lincoln Highway,Coatesville,PA,19320,"400 E Lincoln Highway Coatesville, PA 19320",39.9861247,-75.8064526,USA,Pennsylvania,Chester County,Coatesville,19335,East Lincoln Highway,,8,"East Lincoln Highway, Coatesville, PA 19335, United States of America",street
Family Dollar #7618,1201 Foster Ave.,Crafton,PA,15205,"1201 Foster Ave. Crafton, PA 15205",40.4409739,-80.06849560000001,USA,Pennsylvania,Allegheny County,Ingram,15205,Foster Avenue,1201,10,"1201 Foster Avenue, Ingram, PA 15205, United States of America",number
Family Dollar #5380,711 Second St,Cresson,PA,16630,"711 Second St Cresson, PA 16630",40.463206,-78.589034,United States of America,Pennsylvania,,Cresson,,2nd St,,9,"2nd St, Cresson, PA, United States of America",street
Family Dollar #11761,164 S Macdade Boulevard,Darby,PA,19023,"164 S Macdade Boulevard Darby, PA 19023",39.9175142,-75.26478059999999,USA,Pennsylvania,Delaware County,Darby,19023,South Macdade Boulevard,164,10,"164 South Macdade Boulevard, Darby, PA 19023, United States of America",number
Family Dollar #7479,3842 Sr 31,Donegal,PA,15628,"3842 Sr 31 Donegal, PA 15628",40.097549,-79.35755399999999,United States of America,Pennsylvania,,Donegal,,State Rte 31,,6,"State Rte 31, Donegal, PA, United States of America",street
Family Dollar #6144,989 North Eighty Eight Rd,Dry Tavern,PA,15357,"989 North Eighty Eight Rd Dry Tavern, PA 15357",39.91603,-80.00106700000001,USA,Pennsylvania,Greene County,Cumberland Township,15325,North Eighty Eight Road,,7,"North Eighty Eight Road, Cumberland Township, PA 15325, United States of America",street
Family Dollar #4675,27 Duquesne Blvd.,Duquesne,PA,15110,"27 Duquesne Blvd. Duquesne, PA 15110",40.376374,-79.847859,USA,Pennsylvania,Allegheny County,Duquesne,15110,Duquesne Boulevard,27,10,"27 Duquesne Boulevard, Duquesne, PA 15110, United States of America",number
Family Dollar #11437,220 S German Steet,Dushore,PA,18614,"220 S German Steet Dushore, PA 18614",41.52258,-76.402021,United States of America,Pennsylvania,,Dushore,,S German St,,9,"S German St, Dushore, PA, United States of America",street
Family Dollar #10262,222 Water Street,East Brady,PA,16028,"222 Water Street East Brady, PA 16028",40.9893287,-79.6127541,USA,Pennsylvania,Clarion County,East Brady,16028,Water Street,222,10,"222 Water Street, East Brady, PA 16028, United States of America",number
Family Dollar #4227,254 Line St,Easton,PA,18042,"254 Line St Easton, PA 18042",40.6743457,-75.2106771,USA,Pennsylvania,Northampton County,Easton,18042,Line Street,254,9,"Plaza 78, 254 Line Street, Easton, PA 18042, United States of America",number
Family Dollar #7577,301 Northampton St,Easton,PA,18042,"301 Northampton St Easton, PA 18042",40.691288,-75.209755,USA,Pennsylvania,Northampton County,Easton,18042,Northampton Street,301,10,"301 Northampton Street, Easton, PA 18042, United States of America",number
Family Dollar #11810,450 W 8th Street,Erie,PA,16502,"450 W 8th Street Erie, PA 16502",42.1239602,-80.09367880000001,USA,Pennsylvania,Erie County,Erie,16502,West 8th Street,450,10,"450 West 8th Street, Erie, PA 16502, United States of America",number
Family Dollar #1780,155 E 12th St,Erie,PA,16501,"155 E 12th St Erie, PA 16501",42.1244097,-80.07853830000001,USA,Pennsylvania,Erie County,Erie,16501,East 12th Street,155,10,"155 East 12th Street, Erie, PA 16501, United States of America",number
Family Dollar #5910,2307 State St,Erie,PA,16503,"2307 State St Erie, PA 16503",42.1143252,-80.07505430000001,USA,Pennsylvania,Erie County,Erie,16503,State Street,2307,10,"2307 State Street, Erie, PA 16503, United States of America",number
Family Dollar #8316,2184 W 12th St.,Erie,PA,16505,"2184 W 12th St. Erie, PA 16505",42.1054251,-80.1306476,USA,Pennsylvania,Erie County,Millcreek Township,16505,West 12th Street,2184,10,"2184 West 12th Street, Millcreek Township, PA 16505, United States of America",number
Family Dollar #7975,1070 Wyoming Avenue,Exeter,PA,18643,"1070 Wyoming Avenue Exeter, PA 18643",41.3167051,-75.8293996,USA,Pennsylvania,Luzerne County,Exeter,18643,Wyoming Avenue,,9,"Wyoming Avenue, Exeter, PA 18643, United States of America",street
Family Dollar #10775,10720 Path Valley Road,Fannettsburg,PA,17221,"10720 Path Valley Road Fannettsburg, PA 17221",40.06375,-77.830253,United States of America,Pennsylvania,,Fannettsburg,,Path Valley Rd,10720,10,"10720 Path Valley Rd, Fannettsburg, PA, United States of America",number
Family Dollar #1090,701 Sharon New Castle Road,Farrell,PA,16121,"701 Sharon New Castle Road Farrell, PA 16121",41.212322,-80.47932900000001,USA,Pennsylvania,Mercer County,Farrell,16121,Sharon New Castle Road,701,10,"701 Sharon New Castle Road, Farrell, PA 16121, United States of America",number
Family Dollar #8662,4015 Lincoln Way E,Fayetteville,PA,17222,"4015 Lincoln Way E Fayetteville, PA 17222",39.9103618,-77.5598428,USA,Pennsylvania,Franklin County,,17222,Lincoln Way East,4015,10,"4015 Lincoln Way East, Fayetteville, PA 17222, United States of America",number
Family Dollar #7336,1132 3rd Avenue,Ford City,PA,16226,"1132 3rd Avenue Ford City, PA 16226",40.7734338,-79.5302588,USA,Pennsylvania,Armstrong County,Ford City,16226,3rd Avenue,1132,10,"1132 3rd Avenue, Ford City, PA 16226, United States of America",number
Family Dollar #12166,128 North Lehigh Avenue,Frackville,PA,17931,"128 North Lehigh Avenue Frackville, PA 17931",40.7854404,-76.2310545,USA,Pennsylvania,Schuylkill County,Frackville,17931,North Lehigh Avenue,128,10,"128 North Lehigh Avenue, Frackville, PA 17931, United States of America",number
Family Dollar #5956,377 Grant St,Franklin,PA,16323,"377 Grant St Franklin, PA 16323",41.4051897,-79.84086720000001,USA,Pennsylvania,Venango County,Franklin,16323,Grant Street,377,10,"377 Grant Street, Franklin, PA 16323, United States of America",number
Family Dollar #9342,183 South St.,Freeland,PA,18224,"183 South St. Freeland, PA 18224",41.0165074,-75.8947745,USA,Pennsylvania,Luzerne County,Freeland,18224,South Street,,9,"South Street, Freeland, PA 18224, United States of America",street
Family Dollar #11650,642 Monongahela Avenue,Glassport,PA,15045,"642 Monongahela Avenue Glassport, PA 15045",40.3252713,-79.8925782,USA,Pennsylvania,Allegheny County,Glassport,15045,Monongahela Avenue,642,10,"642 Monongahela Avenue, Glassport, PA 15045, United States of America",number
Family Dollar #1030,118 South Antrim Way,Greencastle,PA,17225,"118 South Antrim Way Greencastle, PA 17225",39.7877077,-77.73299969999999,USA,Pennsylvania,Franklin County,Greencastle,17225,South Antrim Way,,9,"South Antrim Way, Greencastle, PA 17225, United States of America",street
Family Dollar #8097,1564 Route 507,Greentown,PA,18426,"1564 Route 507 Greentown, PA 18426",41.324727,-75.30654199999999,United States of America,Pennsylvania,,Greentown,,State Rte 507,,7,"State Rte 507, Greentown, PA, United States of America",street
Family Dollar #7738,261 Main St,Greenville,PA,16125,"261 Main St Greenville, PA 16125",41.4061095,-80.3855677,USA,Pennsylvania,Mercer County,Greenville,16125,Main Street,261,10,"261 Main Street, Greenville, PA 16125, United States of America",number
Family Dollar #8870,1030 Mountain View Plaza,Hallstead,PA,18822,"1030 Mountain View Plaza Hallstead, PA 18822",41.958685,-75.781142,United States of America,Pennsylvania,,Hallstead,,Mountain Valley Rd,,7,"Mountain Valley Rd, Hallstead, PA, United States of America",street
Family Dollar #10554,2304 North 3rd Street,Harrisburg,PA,17110,"2304 North 3rd Street Harrisburg, PA 17110",40.2824175,-76.8974115,USA,Pennsylvania,Dauphin County,Harrisburg,17110,North 3rd Street,2304,10,"2304 North 3rd Street, Harrisburg, PA 17110, United States of America",number
Family Dollar #11200,932 South 13th Street,Harrisburg,PA,17104,"932 South 13th Street Harrisburg, PA 17104",40.2525044,-76.8639144,USA,Pennsylvania,Dauphin County,Harrisburg,17104,South 13th Street,932,10,"932 South 13th Street, Harrisburg, PA 17104, United States of America",number
Family Dollar #6719,400 S Cameron St,Harrisburg,PA,17101,"400 S Cameron St Harrisburg, PA 17101",40.2590565,-76.8716089,USA,Pennsylvania,Dauphin County,Harrisburg,17101,South Cameron Street,400,10,"400 South Cameron Street, Harrisburg, PA 17101, United States of America",number
Family Dollar #9355,1801 Derry Street,Harrisburg,PA,17104,"1801 Derry Street Harrisburg, PA 17104",40.261884,-76.86046,USA,Pennsylvania,Dauphin County,Paxtang,17104,Derry Street,1801,10,"1801 Derry Street, Paxtang, PA 17104, United States of America",number
Family Dollar #3856,Rt 739,Hawley,PA,18428,"Rt 739 Hawley, PA 18428",41.416367,-75.073724,United States of America,Pennsylvania,,Hawley,,State Rte 739,,7,"State Rte 739, Hawley, PA, United States of America",street
Family Dollar #3310,700 W Broad St,Hazleton,PA,18201,"700 W Broad St Hazleton, PA 18201",40.9545654,-75.9757371,USA,Pennsylvania,Luzerne County,Hazleton,18201,West Broad Street,700,10,"700 West Broad Street, Hazleton, PA 18201, United States of America",number
Family Dollar #7432,30 Forest Drive,Hegins,PA,17938,"30 Forest Drive Hegins, PA 17938",40.6507928,-76.51619289999999,USA,Pennsylvania,Schuylkill County,Hegins Township,17938,Forest Drive,30,10,"Family Dollar, 30 Forest Drive, Hegins Township, PA 17938, United States of America",number
Family Dollar #8745,2121 Macdade Blvd.,Holmes,PA,19043,"2121 Macdade Blvd. Holmes, PA 19043",39.897099,-75.3114698,USA,Pennsylvania,Delaware County,Ridley Township,19043,Macdade Boulevard,2121,10,"2121 Macdade Boulevard, Ridley Township, PA 19043, United States of America",number
Family Dollar #10771,25 Tanoma Road,Home,PA,15747,"25 Tanoma Road Home, PA 15747",40.723665,-79.097893,United States of America,Pennsylvania,,Home,,Tanoma Rd,25,10,"25 Tanoma Rd, Home, PA, United States of America",number
Family Dollar #10206,996 Barn Street,Hooversville,PA,15936,"996 Barn Street Hooversville, PA 15936",40.1446147,-78.9139313,USA,Pennsylvania,Somerset County,Hooversville,15936,Barn Street,996,10,"996 Barn Street, Hooversville, PA 15936, United States of America",number
Family Dollar #5890,Us Route 53,Houtzdale,PA,16651,"Us Route 53 Houtzdale, PA 16651",40.82326,-78.34916699999999,United States of America,Pennsylvania,,Houtzdale,,State Rte 53,,8,"State Rte 53, Houtzdale, PA, United States of America",street
Family Dollar #2149,7527 Huntingdon Plaza,Huntingdon,PA,16652,"7527 Huntingdon Plaza Huntingdon, PA 16652",40.4816787,-78.0148736,USA,Pennsylvania,Huntingdon County,Taylor Highlands,16652,Huntingdon Plaza,7527,10,"7527 Huntingdon Plaza, Taylor Highlands, PA 16652, United States of America",number
Family Dollar #7337,719 Bedford St,Johnstown,PA,15902,"719 Bedford St Johnstown, PA 15902",40.312634,-78.906589,USA,Pennsylvania,Cambria County,Dale,15902,Bedford Street,719,10,"719 Bedford Street, Dale, PA 15902, United States of America",number
Family Dollar #7724,91 Central Avenue,Johnstown,PA,15902,"91 Central Avenue Johnstown, PA 15902",40.3042801,-78.91142670000001,USA,Pennsylvania,Cambria County,Johnstown,15902,Central Avenue,91,10,"91 Central Avenue, Johnstown, PA 15902, United States of America",number
Family Dollar #8991,519 North Fraley St,Kane,PA,16735,"519 North Fraley St Kane, PA 16735",41.6679518,-78.8125138,USA,Pennsylvania,McKean County,Kane,16735,North Fraley Street,519,10,"519 North Fraley Street, Kane, PA 16735, United States of America",number
Family Dollar #1596,125 Market St,Kittanning,PA,16201,"125 Market St Kittanning, PA 16201",40.8139339,-79.5203681,USA,Pennsylvania,Armstrong County,Kittanning,16201,Market Street,125,10,"125 Market Street, Kittanning, PA 16201, United States of America",number
Family Dollar #11181,420 North Franklin Street,Lancaster,PA,17602,"420 North Franklin Street Lancaster, PA 17602",40.046013,-76.29255879999999,USA,Pennsylvania,Lancaster County,Lancaster,17602,North Franklin Street,420,10,"420 North Franklin Street, Lancaster, PA 17602, United States of America",number
Family Dollar #1855,930 S Duke Street,Lancaster,PA,17602,"930 S Duke Street Lancaster, PA 17602",40.0294429,-76.2942049,USA,Pennsylvania,Lancaster County,Lancaster,17602,South Duke Street,930,10,"930 South Duke Street, Lancaster, PA 17602, United States of America",number
Family Dollar #943,700 E Patterson St,Lansford,PA,18232,"700 E Patterson St Lansford, PA 18232",40.8341875,-75.871559,USA,Pennsylvania,Carbon County,Lansford,18232,East Patterson Street,700,10,"Family Dollar, 700 East Patterson Street, Lansford, PA 18232, United States of America",number
Family Dollar #11300,66 Main St.,Lawrenceville,PA,16929,"66 Main St. Lawrenceville, PA 16929",41.999414,-77.12696200000001,USA,Pennsylvania,Tioga County,Lawrenceville,14858,Main Street,66,10,"66 Main Street, Lawrenceville, PA 14858, United States of America",number
Family Dollar #11771,1034 Maple Street,Lebanon,PA,17046,"1034 Maple Street Lebanon, PA 17046",40.3496271,-76.43071209999999,USA,Pennsylvania,Lebanon County,Lebanon,17046,Maple Street,1034,10,"1034 Maple Street, Lebanon, PA 17046, United States of America",number
Family Dollar #4041,306 Cumberland St,Lebanon,PA,17042,"306 Cumberland St Lebanon, PA 17042",40.3398517,-76.416681,USA,Pennsylvania,Lebanon County,Lebanon,17042,Cumberland Street,306,10,"306 Cumberland Street, Lebanon, PA 17042, United States of America",number
Family Dollar #8452,5479 Pottsville Pike,Leesport,PA,19533,"5479 Pottsville Pike Leesport, PA 19533",40.4457696,-75.9578851,USA,Pennsylvania,Berks County,Leesport,19533,Pottsville Pike,5479,10,"5479 Pottsville Pike, Leesport, PA 19533, United States of America",number
Family Dollar #12230,1625 Haines Road,Levittown,PA,19055,"1625 Haines Road Levittown, PA 19055",40.1358194,-74.83222809999999,USA,Pennsylvania,Bucks County,Bristol Township,19055,Haines Road,1625,10,"1625 Haines Road, Bristol Township, PA 19055, United States of America",number
Family Dollar #11361,1507 Market St,Linwood,PA,19061,"1507 Market St Linwood, PA 19061",39.8253613,-75.42121469999999,USA,Pennsylvania,Delaware County,Lower Chichester Township,19061,Market Street,1507,10,"1507 Market Street, Lower Chichester Township, PA 19061, United States of America",number
Family Dollar #9294,1080 Susquehanna Trail,Liverpool,PA,17045,"1080 Susquehanna Trail Liverpool, PA 17045",40.5836445,-76.9761465,USA,Pennsylvania,Perry County,Liverpool,17045,Susquehanna Trail,1080,10,"1080 Susquehanna Trail, Liverpool, PA 17045, United States of America",number
Family Dollar #4988,300 Bellefonte Ave,Lock Haven,PA,17745,"300 Bellefonte Ave Lock Haven, PA 17745",41.1351466,-77.4521742,USA,Pennsylvania,Clinton County,Lock Haven,17745,Bellefonte Avenue,300,10,"300 Bellefonte Avenue, Lock Haven, PA 17745, United States of America",number
Family Dollar #11302,3545 Shermans Valley Road,Loysville,PA,17047,"3545 Shermans Valley Road Loysville, PA 17047",40.3657886,-77.34620870000001,USA,Pennsylvania,Perry County,Loysville,17047,Shermans Valley Road,3545,10,"3545 Shermans Valley Road, Loysville, PA 17047, United States of America",number
Family Dollar #10765,585 Mahaffey Grampian Highway,Mahaffey,PA,15757,"585 Mahaffey Grampian Highway Mahaffey, PA 15757",40.8815906,-78.7336176,USA,Pennsylvania,Clearfield County,Mahaffey,15757,Mahaffey Grampian Highway,585,10,"585 Mahaffey Grampian Highway, Mahaffey, PA 15757, United States of America",number
Family Dollar #11303,139 West Centre Street,Mahanoy City,PA,17948,"139 West Centre Street Mahanoy City, PA 17948",40.8126091,-76.14367129999999,USA,Pennsylvania,Schuylkill County,Mahanoy City,17948,West Centre Street,139,10,"Family Dollar, 139 West Centre Street, Mahanoy City, PA 17948, United States of America",number
Family Dollar #10732,174 Main Street,Markleysburg,PA,15459,"174 Main Street Markleysburg, PA 15459",39.7375425,-79.4501137,USA,Pennsylvania,Fayette County,Markleysburg,15459,Main Street,,9,"Main Street, Markleysburg, PA 15459, United States of America",street
Family Dollar #11619,3215 Versailles Avenue,Mckeesport,PA,15132,"3215 Versailles Avenue Mckeesport, PA 15132",40.3449687,-79.8394947,USA,Pennsylvania,Allegheny County,McKeesport,15132,Versailles Avenue,3215,10,"3215 Versailles Avenue, McKeesport, PA 15132, United States of America",number
